rank,action_id,action_date,dismiss_reason,dismissal_note,asin,amazon_title,amazon_system,ebay_item_id,ebay_title,ebay_condition,ebay_category,ebay_category_ids,seller_username,detected_ebay_platform,game_name,region_code,format,type,features,release_year,stored_recommendation,current_recommendation,current_hard_blocks,current_warnings,pattern,rule_miss_class,evidence_dependency,opportunity_id,candidate_id,snapshot_id
598,47c5c6b3-1570-41f1-9393-14bb81694a0f,2026-07-15T15:45:49.928662+00:00,wrong_platform,,B09MYRCXVP,Grid Legends - PlayStation 5 Standard Edition,,v1|398129605801|0,New Grid Legends - PlayStation 5 Standard Edition New Factory Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,welcometobetterbuywholesalellc,PS 5,Grid Legends,,,,,2022,Probable Match,Probable Match,,,wrong_platform,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,ab92a642-3216-4e28-a529-0017930bf0d2,c2457c95-cc6a-40ec-ba6b-0a30da68fb77,7b63a098-b2a1-452c-b674-349800c2daff
599,8d1e30bf-d21f-408c-add6-8e381d43b2a3,2026-07-15T15:45:13.607821+00:00,digital_item,,B07D8K6Q27,Battlefield V Deluxe Edition - Xbox One [video game],,v1|197177019031|0,Xbox One Battlefield V Deluxe Edition Digital + 1 month EA access + 1943,Brand New,Video Games; Video Games & Consoles,139973; 1249,lendy1987,Xbox One,Battlefield V,,,,,,Probable Match,Probable Match,,,digital_item,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,56c67216-67b0-42d3-b15c-363d1dfb58b7,18e6beb3-1d89-4082-afe6-7def760a1b8f,8532237d-4f05-41bc-8b3f-dc83f41e184b
600,c5aaa105-37ec-4c96-a2c3-5b6319d0e10a,2026-07-15T15:45:00.567074+00:00,roi_too_low,,B096NB1JS9,Madden NFL 22 - PlayStation 4 [video game],,v1|398155888647|0,Madden NFL 22 for PS4 by EA Sports New Opened NFL Football Cib PlayStation 4,Brand New,Video Games; Video Games & Consoles,139973; 1249,cultura_games,PS 4,Madden NFL Football,NTSC-U/C (US/Canada); United States,,,Multiplayer,2021,Probable Match,Probable Match,,,roi_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,28eeaa50-6325-4071-a9f0-52b110f8ea68,4252c5e2-c31d-402b-b2c9-af06a69ba26b,f8e68d81-00e4-4ed5-8407-dc7aa394ea29
601,1621e25c-43b5-4221-9c93-abf9b549c77e,2026-07-15T15:44:06.615922+00:00,roi_too_low,,B08LR3P7PM,Call of Duty: Black Ops Cold War - Xbox Series X / Xbox One [video game],,v1|117294100937|0,"CALL OF DUTY: BLACK OPS COLD WAR - Xbox Series X, Brand New",Brand New,Video Games; Video Games & Consoles,139973; 1249,fat_beans,Xbox Series X,Call of Duty: Black Ops,,,,,,Probable Match,Blocked,non-US item location,,roi_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,6d4897c3-8872-4b27-8d82-8b64d7ebb6df,9123a447-b381-44d1-8bd0-5aad0fb02859,daa079dc-4144-4288-8bea-1f252d080e45
602,eae10d66-4e80-493d-a7ba-de2d314ed21a,2026-07-15T15:41:55.00099+00:00,wrong_product,,B07P5TL4SH,Pokémon Shield - Nintendo Switch [video game],,v1|389233509028|0,✨ ANY CUSTOM LEGENDS ZA POKEMON ✨ Pokémon Legends Z-A (PLEASE READ DESCRIPTION),Brand New,Video Games; Video Games & Consoles,139973; 1249,avemcsells,Switch,Pokémon,Region Free,,,Multiplayer,2025,Probable Match,Probable Match,,,unclear/insufficient evidence,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,6d6792b9-73a3-4319-a102-4e0ef152107b,703be774-9bdc-402c-ae4c-a64683716faa,9fcf6bc1-e6e3-4173-adb1-b4452fabc33d
603,d372a643-bd7b-4a7f-afd9-1d96d2b9b41c,2026-07-15T15:41:54.626103+00:00,wrong_product,,B07P5TL4SH,Pokémon Shield - Nintendo Switch [video game],,v1|304043643177|0,"pokemon shield switch shiny pokemon, non shiny, all Pokémon ",Brand New,Video Games; Video Games & Consoles,139973; 1249,trollsl_92,Switch,Pokémon Shield,Region Free,,,,,Probable Match,Probable Match,,,unclear/insufficient evidence,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,2af83631-ef08-473c-b0c9-df6cd9b26475,b13f5c5c-6f79-416d-9220-864bef668a67,fd5be184-2ff3-4d87-81f5-7d78426b89f6
604,19b95247-a1a5-4a93-91ad-3745b2f9de4a,2026-07-15T15:40:59.087981+00:00,digital_item,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|358622447582|0,"Mojang Minecraft for Xbox One/Xbox - Online Playability, Boxing Sub-Genre",Brand New,Video Games; Video Games & Consoles,139973; 1249,alf237356,Xbox One,Minecraft,,,,Online Playability,,Probable Match,Probable Match,,,digital_item,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,2d1a4eb9-cdc2-45f8-a3a4-52c14ac78049,de1fbf1b-dacf-4a5f-99e0-256ab24627e7,b369ef58-c933-47a8-a33c-3f4898864a76
605,991d92ce-19f3-4ce0-890f-56b40528d324,2026-07-15T15:40:52.28615+00:00,wrong_platform,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|278000653504|0,"Minecraft: Story Mode -- Season Pass Disc (Microsoft Xbox One, 2015)",Brand New,Video Games; Video Games & Consoles,139973; 1249,sarileefitz,Xbox One,"Minecraft: Story Mode -- Season Pass Disc, Minecraft: Story Mode",NTSC-U/C (US/Canada),,,,2015,Probable Match,Probable Match,,,wrong_platform,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,128cd677-2e13-4383-ba26-220b54c5856c,44dc8597-2afe-437e-b6f1-30b405097691,4a4215c4-3062-44f1-9882-3eb11d9a53f0
606,4d0edb7a-4fd9-46f7-8d64-99b524d2918e,2026-07-15T15:39:53.628286+00:00,packaging_damage,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|287293964469|0,BRAND NEW SEALED - Minecraft for Xbox One + Starter Pack,Brand New,Video Games; Video Games & Consoles,139973; 1249,benvan95,Xbox One,Minecraft,United States,,,"Multiplayer, Sealed, Starter Pack",2018,Probable Match,Probable Match,,,packaging_damage,evidence exists only in images,image_or_operator_visual_review,e55c3dc6-6420-430a-842d-afe678a2916e,8fd76b78-523f-43a8-9f19-798f9719c46b,e4398f7a-dc1f-4bd3-a80f-75ff94f59c00
607,2512c519-97e4-47ee-a11a-4b3cca5d5162,2026-07-15T15:39:16.518983+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|177790621868|0,Minecraft Master Collection Xbox One Game Starter/Creators Pack Rare  NEW SEALED,Brand New,Video Games & Consoles; Video Games,139973,lasgoat825,Xbox One,Minecraft Master Collection,,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,b5a6b8c6-6028-4b5f-bdf0-37cf6a7d4085,b11683c6-42e5-44ba-a30b-fad55d3212ed,68d55b7f-c695-4ece-a0e6-b3b902e4ea45
608,94313e96-81e6-4a43-ae29-219ef0340dc9,2026-07-15T15:39:16.159895+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|127933546536|0,Microsoft Studios Minecraft Xbox One Multiplayer Online Play E10+,Brand New,Video Games; Video Games & Consoles,139973; 1249,madameleelee,Xbox One,Minecraft,,,,"Multiplayer, Online Playability",2018,Probable Match,Probable Match,,,unclear/insufficient evidence,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,6a3a2b3e-9378-43e6-b408-14315a2c5c5f,9bc10533-c70e-495a-8bfe-483dfe96309f,64bfe53b-e161-452b-be37-84a73cebcc90
609,6a1cb4a4-ffd0-4aea-9ea9-517c3df9faf7,2026-07-15T15:39:07.408504+00:00,wrong_product,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|386918315207|0,"Xbox One/Series X Video Game Vary Listing Minecraft, Fortnite Etc...Sealed NEW!!",Brand New,Video Games; Video Games & Consoles,139973; 1249,m_wroughton,Xbox One,Fortnite,NTSC-U/C (US/Canada); United States,,,"Multiplayer, Online Playability",,Probable Match,Probable Match,,,eBay item-specific Game Name conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,2b05c4b3-10c2-4f81-bdd6-b54d85fd248b,9cf577ce-4f7d-40cb-b6de-72cdca3c44b7,007f6ce0-9868-45cc-a753-419e7b3aa37e
610,b5fb9331-1531-46c4-8976-8436175a7933,2026-07-15T15:38:59.969831+00:00,suspected_reseal,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|147315127375|0,Minecraft + 3500 Minecoins - XBox One New Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,altus_resalellc,Xbox One,Minecraft,United States,,Video Games,,2018,Probable Match,Probable Match,,,suspected_reseal,evidence exists only in images,image_or_operator_visual_review,c2bb55df-00b6-485c-b039-e90b0024353d,71f5644f-fbc2-45a6-90a5-24b8adb371ba,fd6157c7-ac29-4919-936e-f141430b66b3
611,57d45ecb-4e7c-4c0a-ae7e-0ce7f2cf1feb,2026-07-15T15:37:26.050936+00:00,missing_shrink_wrap,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|358523365212|0,Brand New - Minecraft for Xbox One (Comes with starter pack),Brand New,Video Games; Video Games & Consoles,139973; 1249,mikes.goldengarage,Xbox One,Minecraft,NTSC-U/C (US/Canada),,,Multiplayer,2018,Probable Match,Probable Match,,,missing_shrink_wrap,evidence exists only in images,image_or_operator_visual_review,8995a474-29d2-4838-a1fc-f77c8ca89129,7fb60b6f-f606-4029-8674-70f3e192a6f6,82df73ac-b339-430a-bd32-7429b06ccf96
612,52163561-569f-4611-a2c4-c0657e8772e4,2026-07-15T15:37:10.960596+00:00,digital_item,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|287299408648|0,"Minecraft with 3500 Minecoins - Code in Box - Xbox Series X/S, Xbox One",Brand New,Video Games; Video Games & Consoles,139973; 1249,svtsupplychainus,Xbox Series X,Minecraft,NTSC-U/C (US/Canada),,,Multiplayer,2018,Probable Match,Probable Match,,,digital_item,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,27f561ba-1c46-45d2-bea4-76908024e69f,3f087fa8-9f3c-4d2c-ac9a-84f60fe9255e,15a898da-4819-4485-babb-73c7bc6df6a9
613,18f70328-d8cd-476f-b2d2-abaca74667f9,2026-07-15T15:37:10.539125+00:00,digital_item,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|277732034502|0,"Minecraft with 3500 Minecoins - Code in Box - Xbox Series X/S, Xbox One",Brand New,Video Games; Video Games & Consoles,139973; 1249,svtsupplychainus,Xbox Series X,Minecraft,NTSC-U/C (US/Canada),,,Multiplayer,2018,Probable Match,Probable Match,,,digital_item,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,86c8e3e8-f99d-4bf4-8557-56a9c43eb8c0,8c733a79-5c2d-46a2-b742-e20206ee17d6,38dc7320-fdbd-4ca0-bee7-3452fdb58fc0
614,3f5a1d04-a900-4de2-86f2-c2e4c3560451,2026-07-15T15:36:54.773211+00:00,wrong_edition_version,,B07SVNLBY9,Marvel's Avengers (Xbox One),,v1|187922415669|0,"LEGO Marvel's Avengers (Microsoft Xbox One, 2016) New Sealed ",Brand New,Video Games; Video Games & Consoles,139973; 1249,kegra-7249,Xbox One,LEGO Marvel's Avengers,,,,,2016,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,4924ddd9-9b63-413a-9186-809ef9aa8db1,a66b8e9b-2a24-43c2-bb86-be79ac464250,44da3b65-08dc-4cfe-8f28-7603d8f737bb
615,74416d6b-e372-40bb-b415-c0702834778a,2026-07-15T15:36:54.380444+00:00,wrong_edition_version,,B07SVNLBY9,Marvel's Avengers (Xbox One),,v1|116021338472|0,"LEGO Marvel's Avengers (Microsoft Xbox One, 2016)",Brand New,Video Games; Video Games & Consoles,139973; 1249,mtseay,Xbox One,LEGO Marvel's Avengers,NTSC-U/C (US/Canada),,,,2016,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,c2a147d0-6cdf-438c-baac-9c57b91fb6ac,8cd2f3ad-d7df-4c0c-ba93-e1e824dbd4ac,003d17b7-9652-49a2-ae61-0dfef43859c7
616,1f69e59f-6d4a-4972-983c-d6ceae564ef3,2026-07-15T15:36:54.054895+00:00,wrong_edition_version,,B07SVNLBY9,Marvel's Avengers (Xbox One),,v1|386073848992|0,Xbox One - Lego Marvel's Avengers - Brand New - FREE SHIPPING - ,Brand New,Video Games; Video Games & Consoles,139973; 1249,overflo6,Xbox One,LEGO Marvel's Avengers,NTSC-U/C (US/Canada),,,"Multiplayer, Online Playability, Complete Edition",2016,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,4612f765-aeed-4097-86f0-2bdfd2148c47,614077d9-50fc-46b9-9c30-fcd7332342ed,eeae5583-fbff-4d29-9ea0-4d0e3b4e9fb5
617,0c63e396-6bf2-43f9-833a-1528f7c7e3ff,2026-07-15T15:36:53.738164+00:00,wrong_edition_version,,B07SVNLBY9,Marvel's Avengers (Xbox One),,v1|336130888896|0,"LEGO Marvel's Avengers (Microsoft Xbox One, 2016) - New -",Brand New,Video Games; Video Games & Consoles,139973; 1249,talesofsonata,Xbox One,LEGO Marvel's Avengers,,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,cd9325bd-ba96-4b47-9fc1-184b79579863,9896bb45-a723-4843-b848-c6a9d18a80c5,9fca7eb0-b85e-4a3e-9bec-10c517fe941f
618,50ce4dc1-4a5c-4571-b9c6-d160e13d15a2,2026-07-15T15:36:53.352038+00:00,wrong_edition_version,,B07SVNLBY9,Marvel's Avengers (Xbox One),,v1|386255167415|0,"LEGO Marvel's Avengers (Microsoft Xbox One, 2016)",Brand New,Video Games; Video Games & Consoles,139973; 1249,bastreasuretrove,Xbox One,LEGO Marvel's Avengers,,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,8b85238e-24d7-4394-8974-5ca46f84b884,7861211b-fdb5-4f81-a875-84cb774db68d,33a66b94-3d97-47a3-b601-731aaa7c32a9
619,b6694ced-fc97-465f-b092-0857241d9d9b,2026-07-15T15:36:52.920397+00:00,wrong_edition_version,,B07SVNLBY9,Marvel's Avengers (Xbox One),,v1|134816919871|0,LEGO Marvel's Avengers Microsoft Xbox One Brand New Factory Sealed *FAST SHIP*,Brand New,Video Games; Video Games & Consoles,139973; 1249,gamerepublic,Xbox One,LEGO Marvel's Avengers,,,,,2016,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,834da872-2800-4c80-a8a8-fbac902758d4,20a55b91-2c60-4fa7-b163-65b59b1ba726,e30a8d7c-1f25-413e-a89e-cb848b4e6e59
620,07b22466-56ad-4585-b21a-2df0bc1c1444,2026-07-15T15:30:00.776329+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|254775808217|0,Minecraft Dungeons -- Hero Edition XBOX ONE & XBOX SERIES X 2020 US NEW SEALED,Brand New,Video Games; Video Games & Consoles,139973; 1249,italia11283,Xbox One,Minecraft Dungeons,Region Free; United States,,,,2020,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,771a7537-b07a-4235-b009-5db5f3abf6e6,e66e5c8b-8123-4902-9148-1cd334c7cf38,a5d34975-2f58-4aaf-859c-11febe28b021
621,8ee8a812-55e8-478d-8aa4-7bdf2a0d7e94,2026-07-15T15:30:00.429142+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|198453497905|0,Minecraft: Story Mode -- Season Pass Disc - Xbox One X-Box 1 - New Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,tgwgrandville,Xbox One,"Minecraft: Story Mode -- Season Pass Disc, Minecraft: Story Mode",Region Free; United States,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,26c60505-aefc-4f4e-84ab-d1bd45e8a85d,02aa0ca6-8b02-4734-bcec-f42b96849539,f32ad4d9-17d6-482a-9d5e-b4d8d9124b88
622,26811000-be79-4ac7-add0-969477dc3837,2026-07-15T15:30:00.04772+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|374573499577|0,Minecraft Dungeons Hero Edition (Xbox One) Brand New,Brand New,Video Games; Video Games & Consoles,139973; 1249,bundlesofjoy,Xbox One,Dungeons,Region Free,,,"Multiplayer, Online Playability",2020,Probable Match,Blocked,non-US item location,,item-specific Game Name or Edition conflict,current rule should already block,title_plus_item_specifics_or_category,a71e7acb-f81e-4a20-b1a3-909005e1ff9b,c94f08b8-cc6a-4bdb-a9b1-59389834d55b,0b6fc25a-5055-4c70-b374-6dad20b7200d
623,8b7b9a25-d137-45df-add3-cea5a115ea0f,2026-07-15T15:29:59.696584+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|376670597651|0,Minecraft Dungeons Hero Edition (Xbox One) BRAND NEW,Brand New,Video Games; Video Games & Consoles,139973; 1249,russ-8212,Xbox One,Minecraft Dungeons,,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,6aeeab97-35e7-486e-a070-a7966d4c0fe9,1cdc7cc5-51ec-416c-8a71-1521c681a03d,61b83098-e3b1-4f05-a217-4ed13b2c2620
624,028f18e8-c0fe-4e87-8d41-d2062066907e,2026-07-15T15:29:59.393094+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|267135967915|0,Minecraft Dungeons Hero Edition - Xbox One / Series X  New sealed Free ship USA,Brand New,Video Games; Video Games & Consoles,139973; 1249,btg1123,Xbox One,Minecraft Dungeons Hero Edition,NTSC-U/C (US/Canada); United States,,,"Manual Included, Multiplayer",,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,15553c3e-5c99-4082-bd1c-f8a2533dbf9a,45a7fed5-a278-4921-90b8-9cc7ee222423,883e79fb-10c6-43e7-bc6d-eb98f7b87d8f
625,a5d3e8d9-a71f-458a-a991-61f7ce299a2d,2026-07-15T15:29:59.092899+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|306432364216|0,Minecraft Dungeons Hero Edition Xbox One Series X Video Game New Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,master_dre,Xbox One,Minecraft Dungeons Hero Edition,NTSC-U/C (US/Canada),,,,2020,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,7c25b2a2-d2e3-4b82-8685-052c634a727a,9e8d7e6d-42a5-45fb-8395-08d9cbe620a4,ce95d0d3-0612-4415-a4f1-db409f9f05a5
626,727dc054-61a4-432d-8434-88a4cc5829a1,2026-07-15T15:29:58.789196+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|318578087828|0,Minecraft Dungeons Hero Edition (Xbox One Series X) 4K BRAND NEW Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,crabbypicker,Xbox One,Minecraft Dungeons,United States,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,d08d7ffa-fda5-4acd-95f6-6ebad63310b3,cdc200ae-b1ec-445a-be6a-f50e8cce83b5,03836a46-a571-48dc-bbdb-e0b3a4b3b0ab
627,ed218280-9903-490a-8ec3-06e7e415dd52,2026-07-15T15:29:58.468421+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|327234049223|0,Minecraft Dungeons  HERO EDITION - Microsoft Xbox One Brand New Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,horror_cult_wrestling_vhs,Xbox One,Minecraft Dungeons,United States,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,1e67b4fa-96e4-4da0-b7cb-86fafeffda37,5e480827-e4c7-4db9-a823-8279c57d4d9c,e9963c82-6fe4-4300-93c6-a03bca719d1f
628,c8c3d2ae-4f60-4ab5-8a14-70bbefe5a479,2026-07-15T15:29:58.14518+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|336414156457|0,Minecraft Dungeons Hero Edition - Microsoft Xbox One - NEW SEALED,Brand New,Video Games; Video Games & Consoles,139973; 1249,giusdan-1816,Xbox One,Minecraft Dungeons Hero Edition,NTSC-U/C (US/Canada); United States,,,,2020,Probable Match,Blocked,non-US item location,,item-specific Game Name or Edition conflict,current rule should already block,title_plus_item_specifics_or_category,1fb01b95-9ca7-412f-b4be-88ab180c30a7,c0f27df9-330f-42c8-9b8d-ada3858197f1,9017e29c-209e-48fa-9677-5a5e559c721b
629,fb36c1d8-830e-4346-a849-9700175c1801,2026-07-15T15:29:57.810592+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|306339252679|0,Sealed Minecraft Dungeons Hero Edition (Xbox Series X/ Xbox One  Microsoft) New,Brand New,Video Games; Video Games & Consoles,139973; 1249,709_games,Xbox Series X,Minecraft Dungeons Hero Edition,NTSC-U/C (US/Canada),,,,,Probable Match,Blocked,non-US item location,,item-specific Game Name or Edition conflict,current rule should already block,title_plus_item_specifics_or_category,c0547c88-c60f-4743-afc4-3dcac1a356c9,f4d1bb0f-30f4-42e3-a496-aa37fbec40e5,42be279e-2cc9-47b8-865b-47bd9204b714
630,025715fa-0063-4f25-9dcb-c3f8e6449c01,2026-07-15T15:29:57.503238+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|133609707011|0,Minecraft Dungeons HERO EDITION - Xbox One - Brand New (SHIPS FAST),Brand New,Video Games; Video Games & Consoles,139973; 1249,espnarwhal,Xbox One,Minecraft Dungeons,,,Software,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,a3da260f-baf8-4936-997b-d11446ea6093,02bb14e5-030f-41f7-bf69-2a1768462939,df84ce42-2317-4a0d-ac5f-0f718bb18fab
631,4507bbed-d866-4319-9938-f972c0e9acb7,2026-07-15T15:29:57.201751+00:00,wrong_edition_version,,B07JMHZMX1,Minecraft – Xbox One [video game],,v1|168526837118|0,"Minecraft Dungeons Hero Edition (Microsoft Xbox One, Series X) Brand New Sealed",Brand New,Video Games; Video Games & Consoles,139973; 1249,win7425,Xbox One,Minecraft Dungeons,United States,,,,,Probable Match,Probable Match,,,item-specific Game Name or Edition conflict,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,f4b171e4-0dcc-4692-95e2-53d5862bbd22,ca9996f1-3cb6-4bfd-b2bd-81652d80535f,293045fa-ff9e-4ddd-93d6-e1e3f488745f
